Customer Order Number,Color,Size,Flavor,Package Type,Qty (pack unit)
B3664279,Color Agent15,S1,F2,Bag,5544
B3675374,Color Agent24,S4,F11,Box,511
B3710787,Color Agent34,S3,F3,Bag,8692
B3739296,Color Agent2,S2,F3,Bag,11016
B3739738,Color Agent15,S3,F9,Bag,4968
B3741566,Color Agent37,S4,F7,Bag,4396
B3753175,Color Agent16,S4,F2,Box,700
B3784722,Color Agent17,S5,F11,Bag,4388
B3809737,Color Agent31,S5,F3,Box,448
B3818709,Color Agent32,S1,F11,Bag,7656
B3836061,Color Agent25,S3,F11,Bag,7580
B3846038,Color Agent10,S3,F6,Bag,7500
B3850082,Color Agent28,S2,F6,Bag,8112
B3877838,Color Agent17,S2,F5,Bag,7736
B3880042,Color Agent2,S1,F3,Box,1845
B3888453,Color Agent25,S2,F11,Box,1066
B3893216,Color Agent33,S5,F3,Box,500
B3925730,Color Agent25,S1,F6,Bag,6748
B3934756,Color Agent38,S2,F2,Bag,6420
B3949435,Color Agent25,S4,F8,Box,924
B3970779,Color Agent33,S4,F9,Box,445
B3991086,Color Agent29,S4,F5,Box,882
B4026079,Color Agent3,S4,F4,Bag,11376
B4027006,Color Agent24,S3,F3,Bag,7348
B4027878,Color Agent30,S2,F3,Bag,7676
B4033592,Color Agent23,S5,F11,Bag,4420
B4040815,Color Agent17,S2,F10,Bag,6620
B4074434,Color Agent7,S4,F8,Bag,6184
B4080684,Color Agent27,S2,F11,Bag,6552
B4145531,Color Agent30,S4,F3,Bag,10072
B4165384,Color Agent7,S4,F12,Bag,10264
B4183382,Color Agent4,S5,F4,Box,845
B4250111,Color Agent3,S1,F5,Box,1697
B4389541,Color Agent22,S5,F1,Bag,12120
B4431863,Color Agent34,S3,F3,Bag,4580
B4439708,Color Agent16,S2,F11,Bag,7916
B4483736,Color Agent37,S4,F4,Bag,9296
B4523573,Color Agent25,S5,F8,Bag,8560
B4609270,Color Agent37,S5,F12,Box,1071
B4646787,Color Agent4,S2,F6,Bag,8068
B4653045,Color Agent26,S5,F2,Box,805
B4658457,Color Agent3,S5,F1,Bag,6256
B4713524,Color Agent15,S4,F4,Bag,5612
B4716004,Color Agent20,S3,F9,Bag,10596
B4719911,Color Agent27,S3,F8,Box,905
B4724085,Color Agent10,S1,F8,Bag,6628
B4732281,Color Agent38,S1,F8,Bag,13716
B4759270,Color Agent13,S2,F7,Box,644
B4764592,Color Agent30,S2,F2,Bag,3580
B4769466,Color Agent3,S2,F4,Bag,9188
B4784049,Color Agent12,S2,F8,Bag,7932
B4787570,Color Agent1,S5,F4,Bag,8708
B4835297,Color Agent17,S5,F1,Bag,3488
B4849330,Color Agent3,S2,F12,Bag,7452
B4872513,Color Agent4,S1,F12,Bag,6952
B4878460,Color Agent32,S4,F5,Bag,9264
B4920202,Color Agent33,S1,F2,Box,1015
B4946904,Color Agent21,S4,F1,Bag,6856
B4955039,Color Agent6,S5,F6,Bag,10764
B4965676,Color Agent17,S1,F12,Bag,3940
B4979062,Color Agent30,S3,F7,Bag,7816
B4999728,Color Agent27,S4,F5,Bag,10388
B5018054,Color Agent26,S2,F7,Bag,6548
B5022535,Color Agent10,S5,F9,Bag,3080
B5051770,Color Agent34,S1,F4,Bag,4332
B5062329,Color Agent14,S4,F1,Bag,4580
B5068859,Color Agent7,S3,F1,Bag,12436
B5083819,Color Agent23,S4,F11,Bag,9168
B5099168,Color Agent17,S3,F2,Bag,7388
B5129732,Color Agent30,S1,F6,Bag,6552
B5134471,Color Agent37,S4,F10,Bag,4540
B5137623,Color Agent16,S1,F2,Bag,9460
B5140727,Color Agent38,S4,F10,Bag,9176
B5168598,Color Agent36,S3,F4,Bag,8064
B5179328,Color Agent36,S4,F4,Bag,6556
B5185369,Color Agent16,S5,F6,Bag,5580
B5236360,Color Agent26,S3,F10,Bag,5192
B5287432,Color Agent29,S1,F8,Box,1090
B5322870,Color Agent18,S5,F2,Bag,6344
B5339434,Color Agent1,S4,F7,Bag,5916
B5353067,Color Agent27,S2,F4,Bag,7680
B5430204,Color Agent16,S1,F10,Box,1228
B5440001,Color Agent25,S2,F11,Box,970
B5452407,Color Agent5,S4,F10,Bag,7996
B5498092,Color Agent4,S3,F7,Bag,4852
B5501242,Color Agent19,S4,F6,Bag,9284
B5525439,Color Agent21,S5,F4,Bag,5348
B5530683,Color Agent40,S4,F6,Bag,9668
B5535851,Color Agent21,S2,F8,Box,821
B5540318,Color Agent16,S4,F10,Bag,5364
B5542320,Color Agent3,S1,F2,Bag,10612
B5580947,Color Agent30,S1,F8,Box,686
B5612831,Color Agent28,S5,F11,Box,468
B5617913,Color Agent6,S4,F6,Bag,11680
B5634243,Color Agent10,S3,F5,Bag,4572
B5664340,Color Agent1,S3,F7,Bag,6324
B5687518,Color Agent31,S2,F1,Box,623
B5715639,Color Agent6,S4,F5,Bag,8008
B5757652,Color Agent17,S4,F9,Bag,10720
B5757760,Color Agent30,S3,F1,Bag,8132
B5801216,Color Agent7,S5,F12,Box,430
B5835365,Color Agent3,S2,F3,Bag,7096
B5835864,Color Agent38,S2,F4,Bag,5952
B5843635,Color Agent18,S1,F3,Bag,6564
B5877597,Color Agent17,S2,F2,Box,506
B5892378,Color Agent28,S2,F6,Bag,9164
B5903880,Color Agent17,S1,F10,Bag,6476
B5925474,Color Agent26,S4,F1,Bag,6720
B5980563,Color Agent21,S1,F8,Bag,12384
B5987845,Color Agent3,S3,F2,Bag,9400
B5999493,Color Agent17,S3,F12,Bag,15352
B6012484,Color Agent13,S3,F8,Bag,13316
B6030009,Color Agent35,S2,F6,Bag,15260
B6054426,Color Agent16,S1,F8,Bag,3596
B6064356,Color Agent6,S5,F8,Box,761
B6079518,Color Agent23,S5,F5,Bag,10036
B6124805,Color Agent27,S2,F12,Box,934
B6145879,Color Agent28,S3,F10,Bag,8716
B6149784,Color Agent36,S4,F8,Box,655
B6163490,Color Agent11,S4,F1,Box,873
B6183646,Color Agent16,S3,F4,Bag,4088
B6204306,Color Agent20,S1,F1,Box,1253
B6250720,Color Agent25,S1,F6,Bag,6476
B6305849,Color Agent7,S4,F5,Box,636
B6310868,Color Agent20,S1,F3,Bag,3572
B6352021,Color Agent28,S3,F4,Bag,6008
B6352869,Color Agent17,S5,F3,Bag,5532
B6364775,Color Agent19,S1,F4,Bag,4828
B6405781,Color Agent8,S4,F9,Bag,4896
B6478419,Color Agent9,S2,F4,Bag,6780
B6506673,Color Agent13,S1,F4,Bag,6836
B6535553,Color Agent24,S5,F11,Box,384
B6553277,Color Agent33,S4,F1,Bag,11452
B6556784,Color Agent20,S1,F5,Box,887
B6570191,Color Agent26,S1,F10,Bag,8760
B6605542,Color Agent34,S3,F4,Bag,2244
B6643731,Color Agent37,S1,F11,Bag,5912
B6681572,Color Agent27,S1,F12,Bag,5136
B6698404,Color Agent22,S4,F9,Bag,2412
B6702673,Color Agent10,S4,F4,Bag,4752
B6713534,Color Agent3,S3,F11,Bag,7316
B6725548,Color Agent13,S5,F10,Bag,10444
B6734403,Color Agent18,S1,F3,Bag,6200
B6745168,Color Agent27,S3,F9,Box,440
B6911216,Color Agent22,S1,F3,Bag,5476
B6987860,Color Agent37,S1,F9,Bag,4124
B6987928,Color Agent14,S3,F4,Bag,12620
B6987983,Color Agent9,S1,F12,Bag,7840
B6993616,Color Agent9,S3,F1,Bag,9732
B7059682,Color Agent5,S1,F4,Bag,14364
B7105031,Color Agent20,S1,F8,Bag,11872
B7177659,Color Agent7,S2,F4,Box,692
B7182230,Color Agent13,S4,F12,Bag,8064
B7223696,Color Agent18,S2,F5,Box,589
B7227305,Color Agent7,S1,F6,Bag,6816
B7228410,Color Agent34,S5,F10,Box,776
B7250302,Color Agent14,S4,F6,Bag,9760
B7269349,Color Agent11,S4,F8,Bag,4044
B7406281,Color Agent28,S1,F3,Bag,6124
B7411918,Color Agent32,S4,F11,Box,700
B7432056,Color Agent36,S1,F12,Box,727
B7437252,Color Agent30,S2,F3,Box,565
B7452086,Color Agent7,S1,F6,Bag,5700
B7466519,Color Agent11,S4,F11,Bag,6320
B7473183,Color Agent31,S4,F4,Bag,17636
B7568807,Color Agent26,S1,F3,Bag,10332
B7689796,Color Agent8,S4,F2,Box,770
B7724760,Color Agent27,S1,F8,Bag,8796
B7732590,Color Agent39,S3,F3,Bag,6940
B7746126,Color Agent3,S4,F5,Bag,2780
B7801683,Color Agent40,S5,F6,Bag,6132
B7805846,Color Agent35,S2,F4,Box,968
B7816981,Color Agent8,S2,F2,Bag,6880
B7847150,Color Agent8,S2,F11,Bag,5932
B7853564,Color Agent19,S5,F2,Bag,5296
B7864126,Color Agent8,S1,F7,Bag,16216
B7878613,Color Agent39,S3,F6,Box,844
B7927388,Color Agent15,S1,F12,Bag,6748
B7935863,Color Agent11,S3,F9,Bag,7260
B7942545,Color Agent26,S1,F5,Box,474
B7943856,Color Agent25,S1,F11,Bag,5144
B8009395,Color Agent22,S5,F4,Bag,5588
B8023338,Color Agent25,S4,F6,Bag,9528
B8052992,Color Agent26,S3,F7,Bag,6688
B8120649,Color Agent34,S4,F7,Bag,9132
B8130831,Color Agent32,S3,F5,Bag,8640
B8228702,Color Agent7,S3,F2,Bag,8348
B8281137,Color Agent19,S2,F5,Bag,2892
B8281608,Color Agent10,S2,F12,Bag,8248
B8340130,Color Agent9,S3,F3,Box,330
B8355187,Color Agent2,S4,F4,Box,354
B8360980,Color Agent15,S2,F4,Bag,7424
B8430489,Color Agent6,S4,F3,Box,746
B8444155,Color Agent35,S2,F10,Box,558
B8478887,Color Agent37,S1,F4,Box,308
B8502458,Color Agent20,S4,F10,Bag,11404
B8533493,Color Agent24,S5,F6,Box,949
B8561189,Color Agent22,S5,F3,Bag,4236
B8658885,Color Agent18,S4,F1,Bag,4772
B8667198,Color Agent11,S2,F3,Box,1395
B8683955,Color Agent11,S4,F9,Bag,9968
B8705908,Color Agent9,S1,F10,Bag,3316
B8724614,Color Agent7,S4,F12,Bag,16048
B8773193,Color Agent39,S2,F5,Box,530
B8775314,Color Agent7,S3,F2,Bag,6204
B8781342,Color Agent5,S1,F7,Bag,3144
B8844782,Color Agent40,S5,F6,Bag,15896
B8845630,Color Agent9,S2,F6,Bag,9516
B8866479,Color Agent9,S3,F6,Bag,6192
B8940396,Color Agent34,S3,F8,Box,1562
B8990694,Color Agent33,S4,F5,Bag,8204
B9003057,Color Agent6,S4,F12,Bag,6036
B9033177,Color Agent29,S3,F10,Box,345
B9063548,Color Agent36,S3,F9,Bag,4824
B9081300,Color Agent38,S2,F9,Bag,6256
B9126335,Color Agent5,S5,F7,Bag,6504
B9129317,Color Agent16,S2,F4,Bag,9688
B9165770,Color Agent28,S4,F9,Box,1239
B9192125,Color Agent2,S1,F7,Bag,10448
B9218642,Color Agent38,S4,F5,Box,1016
B9218906,Color Agent28,S5,F10,Box,1260
B9236125,Color Agent17,S5,F9,Bag,6332
B9254879,Color Agent10,S3,F12,Box,599
B9256037,Color Agent8,S2,F12,Box,420
B9285923,Color Agent25,S3,F9,Box,631
B9341208,Color Agent38,S3,F9,Box,1177
B9360776,Color Agent17,S1,F3,Bag,5004
B9383518,Color Agent30,S1,F1,Bag,4800
B9399319,Color Agent4,S5,F12,Bag,5176
B9406940,Color Agent4,S4,F12,Box,682
B9407287,Color Agent24,S1,F3,Bag,6456
B9439256,Color Agent37,S2,F11,Bag,10056
B9470479,Color Agent15,S2,F5,Bag,20344
B9488681,Color Agent7,S4,F5,Bag,5944
B9511526,Color Agent9,S3,F12,Bag,9184
B9532110,Color Agent9,S5,F12,Bag,4184
B9544062,Color Agent5,S3,F12,Bag,6412
B9570409,Color Agent36,S1,F1,Box,1357
B9593601,Color Agent19,S3,F10,Bag,6620
B9597099,Color Agent9,S4,F10,Bag,11536
B9631150,Color Agent10,S4,F1,Box,390
B9643882,Color Agent38,S4,F11,Bag,8612
B9678513,Color Agent39,S3,F12,Bag,3164
B9679355,Color Agent26,S5,F10,Bag,8036
B9742532,Color Agent12,S1,F2,Bag,14156
B9746693,Color Agent8,S2,F3,Box,680
B9746828,Color Agent23,S3,F1,Box,620
B9786379,Color Agent4,S1,F6,Bag,8184
B9839514,Color Agent32,S1,F6,Bag,3564
B9841795,Color Agent12,S4,F4,Bag,7720
B9855665,Color Agent28,S1,F8,Bag,4556
B9857490,Color Agent12,S5,F5,Bag,8212
B9875228,Color Agent1,S2,F6,Bag,14288
B9977955,Color Agent14,S4,F5,Bag,6392
C0035050,Color Agent2,S2,F1,Bag,7580
C0057417,Color Agent13,S5,F1,Bag,6848
C0058417,Color Agent21,S4,F7,Bag,3632
C0063185,Color Agent23,S4,F11,Bag,7916
C0066833,Color Agent31,S3,F12,Bag,8988
C0083650,Color Agent28,S1,F5,Bag,8096
C0089894,Color Agent1,S5,F12,Bag,5932
C0124425,Color Agent36,S5,F11,Bag,6812
C0128670,Color Agent20,S2,F6,Box,2063
C0138339,Color Agent20,S2,F4,Bag,13252
C0149416,Color Agent33,S2,F2,Bag,13568
C0184953,Color Agent27,S4,F9,Bag,3368
C0214306,Color Agent3,S3,F7,Bag,11740
C0226956,Color Agent21,S2,F6,Bag,5592
C0359730,Color Agent28,S1,F8,Bag,4832
C0426370,Color Agent35,S4,F9,Box,696
C0539337,Color Agent19,S5,F7,Box,804
C0608700,Color Agent24,S1,F7,Box,574
C0628061,Color Agent31,S3,F4,Bag,5352
C0672621,Color Agent6,S2,F5,Bag,8984
C0725118,Color Agent16,S5,F8,Bag,8988
C0766411,Color Agent32,S4,F7,Bag,6980
C0802634,Color Agent38,S4,F11,Bag,12944
C0821933,Color Agent35,S3,F2,Bag,8496
C0826936,Color Agent10,S1,F9,Bag,8384
C0861603,Color Agent3,S1,F5,Box,860
C0869720,Color Agent13,S5,F4,Bag,8384
C0888648,Color Agent5,S1,F2,Bag,5288
C0981060,Color Agent5,S1,F11,Bag,8164
C1019611,Color Agent11,S1,F11,Box,533
C1024427,Color Agent16,S3,F1,Box,713
C1074676,Color Agent17,S5,F10,Box,1331
C1082092,Color Agent15,S1,F11,Bag,7340
C1095767,Color Agent34,S5,F8,Bag,5072
C1165507,Color Agent16,S5,F10,Bag,5072
C1171305,Color Agent11,S1,F3,Bag,6444
C1174518,Color Agent25,S3,F12,Bag,10216
C1217657,Color Agent33,S5,F7,Bag,8172
C1247937,Color Agent31,S5,F2,Bag,2668
C1253272,Color Agent10,S1,F1,Bag,6940
C1301177,Color Agent16,S4,F1,Bag,4808
C1306761,Color Agent13,S1,F7,Box,464
C1322570,Color Agent37,S3,F8,Box,1590
C1369728,Color Agent14,S5,F11,Bag,7004
C1381392,Color Agent34,S4,F8,Bag,7840
C1423626,Color Agent10,S2,F1,Bag,3708
C1444620,Color Agent24,S4,F12,Bag,5240
C1480969,Color Agent10,S2,F10,Bag,18572
C1481689,Color Agent31,S2,F8,Bag,3316
C1525898,Color Agent24,S3,F12,Box,573
C1546929,Color Agent3,S3,F6,Bag,8396
C1660373,Color Agent21,S5,F9,Bag,12384
C1755133,Color Agent14,S1,F2,Bag,18828
C1778485,Color Agent28,S5,F9,Bag,5476
C1818492,Color Agent11,S4,F7,Bag,13208
C1825372,Color Agent18,S4,F7,Bag,7720
C1838979,Color Agent22,S4,F5,Bag,5040
C1886358,Color Agent23,S1,F1,Bag,5036
C1920611,Color Agent19,S1,F7,Bag,11100
C1923768,Color Agent17,S3,F4,Box,991
C2032218,Color Agent17,S5,F8,Bag,3284
C2097426,Color Agent35,S2,F5,Box,440
C2151796,Color Agent14,S2,F5,Bag,9552
C2183973,Color Agent31,S4,F10,Bag,8672
C2221879,Color Agent40,S4,F4,Bag,9344
C2278410,Color Agent30,S1,F6,Box,580
C2285156,Color Agent18,S5,F10,Box,433
C2295879,Color Agent1,S3,F7,Box,573
C2295890,Color Agent30,S1,F2,Bag,9248
C2323567,Color Agent4,S4,F7,Bag,6912
C2343545,Color Agent1,S1,F9,Bag,6672
C2390694,Color Agent13,S5,F4,Bag,8588
C2399285,Color Agent39,S1,F6,Bag,5640
C2405034,Color Agent1,S4,F10,Bag,5020
C2437483,Color Agent2,S4,F3,Bag,9592
C2469370,Color Agent13,S4,F6,Bag,5804
C2536668,Color Agent38,S2,F8,Box,594
C2544084,Color Agent37,S4,F5,Box,522
C2580707,Color Agent24,S5,F10,Bag,6288
C2593911,Color Agent17,S1,F1,Bag,13860
C2599413,Color Agent1,S2,F9,Bag,12112
C2659505,Color Agent29,S3,F2,Bag,10112
C2667408,Color Agent30,S3,F3,Bag,11576
C2732863,Color Agent31,S1,F7,Bag,9600
C2738859,Color Agent11,S4,F8,Bag,7140
C2783021,Color Agent30,S5,F3,Box,749
C2816526,Color Agent32,S1,F1,Box,1706
C2833018,Color Agent10,S5,F3,Bag,9004
C2846643,Color Agent39,S1,F3,Box,784
C2865323,Color Agent10,S2,F12,Box,942
C2892989,Color Agent1,S2,F12,Bag,7364
C2903134,Color Agent25,S3,F8,Bag,7412
C3125969,Color Agent39,S2,F9,Box,697
C3130376,Color Agent29,S1,F12,Box,928
C3158353,Color Agent21,S1,F9,Bag,10708
C3250647,Color Agent16,S3,F8,Bag,12452
C3276154,Color Agent37,S2,F6,Bag,6352
C3309788,Color Agent21,S1,F1,Box,840
C3366172,Color Agent23,S1,F12,Box,714
C3391547,Color Agent38,S3,F10,Bag,3588
C3428221,Color Agent40,S1,F8,Bag,6156
C3428369,Color Agent17,S3,F10,Bag,17524
C3449164,Color Agent17,S3,F2,Box,713
C3450461,Color Agent6,S2,F12,Box,780
C3476558,Color Agent27,S2,F1,Bag,6756
C3488368,Color Agent34,S3,F12,Bag,6208
C3533468,Color Agent7,S4,F7,Bag,13736
C3535680,Color Agent10,S4,F9,Box,752
C3542632,Color Agent15,S5,F9,Bag,9756
C3546914,Color Agent8,S4,F12,Bag,13404
C3567968,Color Agent6,S1,F12,Bag,11364
C3585709,Color Agent40,S3,F5,Bag,5208
C3608215,Color Agent10,S4,F4,Box,1490
C3637155,Color Agent37,S3,F4,Box,1198
C3664173,Color Agent4,S1,F10,Box,814
C3673219,Color Agent40,S3,F6,Box,588
C3732137,Color Agent15,S4,F3,Bag,9080
C3760298,Color Agent13,S2,F11,Box,828
C3776217,Color Agent7,S1,F1,Bag,7280
C3782352,Color Agent15,S5,F3,Box,573
C3948980,Color Agent40,S2,F5,Box,259
C3961514,Color Agent9,S3,F3,Box,522
C4009377,Color Agent14,S4,F2,Box,780
C4029340,Color Agent20,S1,F5,Bag,6588
C4034729,Color Agent28,S1,F4,Bag,9924
C4048454,Color Agent13,S4,F7,Bag,4512
C4078925,Color Agent32,S4,F11,Bag,9808
C4083398,Color Agent29,S4,F9,Box,810
C4085749,Color Agent34,S3,F6,Box,1094
C4101363,Color Agent13,S3,F8,Bag,3516
C4111865,Color Agent26,S2,F12,Bag,7788
C4141631,Color Agent31,S3,F11,Bag,2468
C4177254,Color Agent26,S4,F4,Box,934
C4208317,Color Agent7,S4,F11,Bag,3812
C4210167,Color Agent1,S2,F1,Bag,7004
C4267597,Color Agent30,S1,F8,Bag,9524
C4309738,Color Agent34,S3,F2,Box,576
C4328528,Color Agent19,S5,F7,Box,461
C4329825,Color Agent3,S5,F5,Bag,6832
C4344677,Color Agent11,S3,F10,Box,463
C4354785,Color Agent3,S5,F2,Box,642
C4365057,Color Agent4,S5,F6,Bag,8068
C4371096,Color Agent30,S1,F3,Bag,16088
C4381971,Color Agent13,S3,F10,Bag,4172
C4415326,Color Agent37,S5,F7,Box,211
C4420651,Color Agent33,S4,F1,Bag,7828
C4444760,Color Agent7,S4,F8,Box,1158
C4468854,Color Agent23,S5,F11,Bag,14900
C4474904,Color Agent12,S2,F8,Bag,7312
C4483482,Color Agent12,S5,F8,Bag,8260
C4514871,Color Agent26,S1,F5,Bag,21260
C4580170,Color Agent10,S4,F8,Bag,3104
C4604447,Color Agent26,S1,F5,Bag,7056
C4612436,Color Agent31,S5,F2,Bag,9964
C4615330,Color Agent29,S2,F11,Box,712
C4624619,Color Agent28,S1,F7,Bag,8228
C4641871,Color Agent3,S4,F11,Box,492
C4652733,Color Agent24,S5,F10,Bag,5240
C4697935,Color Agent35,S5,F8,Bag,4172
C4715513,Color Agent3,S2,F10,Box,1302
C4741737,Color Agent36,S2,F1,Bag,5604
C4875737,Color Agent9,S3,F3,Bag,5352
C4901212,Color Agent31,S3,F9,Bag,6200
C4932284,Color Agent11,S1,F4,Bag,5724
C4949753,Color Agent38,S3,F3,Box,982
C4991414,Color Agent8,S4,F5,Bag,4488
C5033172,Color Agent21,S5,F4,Bag,5528
C5065247,Color Agent33,S5,F4,Bag,4212
C5080975,Color Agent9,S3,F2,Bag,5224
C5098385,Color Agent23,S1,F2,Box,634
C5107321,Color Agent7,S1,F4,Bag,5808
C5123712,Color Agent13,S1,F6,Bag,5152
C5159450,Color Agent28,S4,F12,Box,691
C5179168,Color Agent36,S2,F8,Bag,9192
C5227396,Color Agent22,S4,F2,Bag,9824
C5233070,Color Agent5,S1,F11,Bag,7304
C5243798,Color Agent22,S4,F7,Bag,7260
C5261233,Color Agent35,S2,F6,Bag,15048
C5291514,Color Agent23,S1,F6,Bag,5044
C5304212,Color Agent19,S2,F4,Box,1123
C5325464,Color Agent22,S5,F11,Box,652
C5371466,Color Agent34,S3,F12,Bag,9708
C5379479,Color Agent17,S1,F7,Bag,5700
C5392678,Color Agent38,S3,F6,Box,688
C5481046,Color Agent39,S3,F2,Box,530
C5483961,Color Agent15,S2,F8,Bag,7700
C5504951,Color Agent23,S5,F7,Box,825
C5510824,Color Agent16,S5,F2,Bag,4796
C5525385,Color Agent33,S2,F9,Box,422
C5592361,Color Agent16,S5,F2,Bag,7772
C5604930,Color Agent4,S3,F5,Box,580
C5621740,Color Agent17,S1,F4,Bag,4396
C5662379,Color Agent30,S1,F11,Bag,6492
C5707736,Color Agent7,S2,F11,Bag,14508
C5708861,Color Agent3,S4,F6,Bag,6268
C5719373,Color Agent14,S3,F10,Bag,5936
C5742778,Color Agent8,S1,F11,Box,584
C5743737,Color Agent30,S2,F4,Bag,10400
C5747430,Color Agent8,S2,F5,Box,685
C5790418,Color Agent24,S5,F3,Bag,4496
C5823063,Color Agent1,S5,F3,Box,998
C5828637,Color Agent33,S5,F8,Box,992
C5867935,Color Agent39,S3,F7,Bag,1940
C5895707,Color Agent13,S5,F3,Bag,5028
C5904720,Color Agent4,S2,F7,Box,729
C5920932,Color Agent32,S2,F10,Bag,9308
C5928689,Color Agent24,S2,F2,Box,523
C6058003,Color Agent19,S1,F9,Bag,7012
C6075648,Color Agent17,S1,F6,Bag,8104
C6103250,Color Agent15,S5,F4,Box,256
C6122063,Color Agent35,S4,F12,Bag,8652
C6143650,Color Agent35,S4,F1,Box,422
C6145107,Color Agent25,S2,F3,Bag,4872
C6150007,Color Agent1,S1,F10,Bag,6776
C6219565,Color Agent6,S5,F11,Bag,7408
C6233947,Color Agent40,S5,F6,Bag,5084
C6274461,Color Agent40,S2,F6,Bag,5656
C6278926,Color Agent23,S2,F12,Bag,7208
C6290251,Color Agent15,S5,F3,Bag,7560
C6294444,Color Agent8,S5,F2,Bag,18696
C6294928,Color Agent12,S4,F3,Bag,10320
C6329346,Color Agent27,S1,F11,Box,682
C6336909,Color Agent21,S2,F6,Bag,7972
C6355603,Color Agent17,S2,F3,Bag,18368
C6363903,Color Agent17,S1,F1,Bag,4812
C6374219,Color Agent24,S4,F5,Bag,6908
C6398079,Color Agent25,S4,F10,Bag,13488
C6403056,Color Agent15,S4,F3,Box,1103
C6405894,Color Agent10,S1,F10,Bag,8464
C6528589,Color Agent10,S5,F11,Bag,5752
C6531636,Color Agent23,S1,F7,Bag,7724
C6557917,Color Agent5,S1,F2,Bag,7140
C6558332,Color Agent13,S2,F6,Box,1323
C6597752,Color Agent40,S4,F2,Box,947
C6601986,Color Agent9,S2,F12,Box,2066
C6621707,Color Agent19,S3,F12,Bag,6304
C6626003,Color Agent19,S1,F7,Bag,6620
C6653058,Color Agent32,S2,F8,Bag,10648
C6656952,Color Agent33,S4,F10,Box,640
C6661401,Color Agent1,S3,F10,Bag,8760
C6698367,Color Agent15,S3,F6,Box,641
C6748637,Color Agent22,S5,F10,Box,393
C6749791,Color Agent9,S2,F10,Bag,8148
C6758416,Color Agent29,S3,F1,Box,348
C6811138,Color Agent5,S2,F9,Bag,2540
C6817430,Color Agent2,S4,F3,Bag,6208
C6872122,Color Agent1,S3,F3,Box,662
C6884625,Color Agent5,S4,F11,Bag,3216
C6904393,Color Agent1,S1,F9,Bag,5100
C7018993,Color Agent17,S5,F10,Box,770
C7020372,Color Agent20,S2,F10,Bag,4584
C7029197,Color Agent6,S5,F6,Bag,5740
C7043565,Color Agent5,S1,F12,Bag,5116
C7051041,Color Agent5,S2,F12,Bag,4800
C7131156,Color Agent30,S5,F3,Bag,3244
C7143808,Color Agent15,S5,F11,Box,1191
C7150898,Color Agent24,S3,F5,Bag,9872
C7172262,Color Agent35,S5,F5,Bag,4540
C7230906,Color Agent40,S4,F9,Bag,6984
C7262327,Color Agent11,S2,F8,Bag,5024
C7276072,Color Agent10,S4,F7,Bag,9936
C7334826,Color Agent16,S2,F5,Box,575
C7343611,Color Agent1,S5,F1,Box,632
C7389819,Color Agent9,S1,F9,Box,638
C7439723,Color Agent31,S3,F2,Bag,6872
C7497673,Color Agent6,S4,F12,Bag,10736
C7535603,Color Agent7,S2,F4,Bag,8776
C7565008,Color Agent25,S5,F10,Bag,6220
C7608455,Color Agent24,S5,F6,Box,1012
C7618755,Color Agent13,S3,F9,Bag,5944
C7637629,Color Agent17,S5,F2,Bag,14240
C7661623,Color Agent13,S1,F3,Bag,12548
C7718395,Color Agent20,S2,F4,Bag,7228
C7728798,Color Agent2,S4,F12,Box,538
C7768138,Color Agent22,S1,F2,Bag,13592
C7821393,Color Agent32,S5,F4,Bag,13308
C7871399,Color Agent20,S3,F11,Box,1092
C7956386,Color Agent10,S3,F11,Bag,7756
C7963451,Color Agent26,S3,F12,Box,1174
C7996323,Color Agent20,S5,F1,Bag,12648
C8020022,Color Agent29,S5,F4,Bag,10680
C8031550,Color Agent4,S3,F7,Bag,7152
C8032050,Color Agent32,S1,F8,Bag,12808
C8045908,Color Agent17,S3,F9,Bag,9712
C8059110,Color Agent29,S3,F12,Bag,5360
C8078952,Color Agent29,S3,F8,Bag,4644
C8151107,Color Agent3,S3,F8,Box,652
C8168011,Color Agent28,S4,F8,Bag,4472
C8172162,Color Agent27,S5,F11,Bag,6996
C8178701,Color Agent18,S5,F12,Bag,11324
C8255118,Color Agent32,S4,F6,Box,261
C8310647,Color Agent35,S4,F12,Bag,8712
C8362248,Color Agent37,S3,F2,Bag,12680
C8381685,Color Agent12,S1,F11,Box,1222
C8402798,Color Agent40,S5,F6,Bag,5568
C8421419,Color Agent12,S5,F9,Bag,9396
C8436213,Color Agent6,S2,F11,Bag,7340
C8454756,Color Agent9,S3,F4,Box,679
C8454858,Color Agent29,S4,F8,Bag,6368
C8471170,Color Agent18,S5,F9,Bag,6708
C8486626,Color Agent21,S5,F7,Bag,7340
C8542892,Color Agent31,S1,F9,Bag,6336
C8623486,Color Agent38,S5,F8,Box,457
C8626325,Color Agent24,S4,F5,Bag,8608
C8656154,Color Agent23,S2,F1,Box,690
C8664207,Color Agent40,S3,F9,Bag,8168
C8679201,Color Agent18,S4,F3,Bag,7516
C8682302,Color Agent27,S2,F9,Bag,11216
C8691147,Color Agent29,S4,F4,Box,558
C8694746,Color Agent12,S1,F9,Box,1093
C8700722,Color Agent29,S2,F3,Box,553
C8712853,Color Agent17,S3,F7,Bag,7784
C8722643,Color Agent12,S2,F8,Box,604
C8729827,Color Agent7,S1,F3,Bag,12860
C8779109,Color Agent38,S2,F5,Bag,5108
C8833120,Color Agent9,S3,F8,Bag,10632
